"","FÖR ATT FÅ LISTAN UPPDATERAD, ELLER FÖR HJÄLP MED ATT BEGÄRA UT DOKUMENT, KONTAKTA arkiv.mop@gmail.com","","","","","","26734","sidor totalt","","","","","","","","","","","","","","","","","","",""
"9.1","Tillägg Christer A från 1995","2020-06-15","2020-07-27","IVA-16636-J","","https://drive.google.com/file/d/1G1lh4UVG--W5YkqEmPuqDJlOH3TXdgzW/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"9.2","Tillägg Christer A från 2000","2020-06-15","2020-07-18","IVA-16636-M","","https://drive.google.com/file/d/1sU0pQAckCK4yvcjYHxdMGwTUL-73RpSv/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"9.3","Alla förhör med GH / Christer A (mindre maskat)","","2020-08-23","dubblett 9, IVA-16636-B (+CDFGHIKLN)","","https://drive.google.com/file/d/1KZISo3whvkY0k_TSIWdNZVDdjfXjSE3J/view?usp=sharing","55","","","","","","","","","","","","","","","","","","","",""
"10","Alla förhör med AA","2020-06-15","2020-07-14","EH-14879-1","","https://drive.google.com/file/d/1HjYSneryRcPeMPNdTqplEd9MffZhaEuk/view?usp=sharing","3","","","","","","","","","","","","","","","","","","","",""
"11","Förhör med de två finska kvinnorna som mötte dekorimamannen med en walkie-talkie i ena handen","2020-06-16","","dublett, se 45, 46","","","0","","","","","","","","","","","","","","","","","","","",""
"12","Alla förhör med Carl-Gustaf Östling","2020-06-17","2020-07-15","DC-18184","","https://drive.google.com/file/d/174RwQeGU1GsgdebkckQKIw-VoWvr0EEP/view?usp=sharing","2","","","","","","","","","","","","","","","","","","","",""
"12.1","Alla förhör med Carl-Gustaf Östling","2020-06-17","2020-07-15","DC-15184-B","","https://drive.google.com/file/d/18Vb1W-zrOVYrNYmAKFsJKSEn0vy9BZKl/view?usp=sharing","3","","","","","","","","","","","","","","","","","","","",""
"12.2","Alla förhör med Carl-Gustaf Östling","2020-06-17","2020-07-15","DC-15184-C, se 590, 592, 593","","https://drive.google.com/file/d/1VFAUSEq4AifaTXPi6sZYC__1I66QwDys/view?usp=sharing","5","","","","","","","","","","","","","","","","","","","",""
"13","Buss 43 ","","2020-11-27","EAE-340","","https://drive.google.com/file/d/15g2O-nZKxruuBDw59NyQlgpDAbLRqojI/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.1","Buss 43 ","","2020-11-27","EAE-340-A","","https://drive.google.com/file/d/1ctNNh7Q0AjFvNoklfClYP8s7F6TsZpda/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.2","Buss 43 ","","2020-11-27","EAE-340-B","","https://drive.google.com/file/d/1NZgJ9xAWqToQsNUkNuR1IpWK9w8J07RQ/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.3","Buss 43 ","","2020-11-27","EAE-340-C","","https://drive.google.com/file/d/1JeEXgY-pOFHVO2xOvDBOJmDd9OUVH10F/view?usp=sharing","7","","","","","","","","","","","","","","","","","","","",""
"13.4","Buss 43 ","","2020-11-27","EAE-340-D","","https://drive.google.com/file/d/1qsYPF8gr5FNht0KPxCrMtq2iz6QLIaAy/view?usp=sharing","2","","","","","","","","","","","","","","","","","","","",""
"13.5","Buss 43 ","","2020-11-27","EAE-340-E","","https://drive.google.com/file/d/1eH9MQX9SUu2f7iAWsS-jJLifXwpNeMIG/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.6","Buss 43 ","","2020-11-27","EAE-340-F","","https://drive.google.com/file/d/1oLVrbNuIrRlET-u3YLWsjuM6k3HdCzaG/view?usp=sharing","4","","","","","","","","","","","","","","","","","","","",""
"13.7","Buss 43 ","","2020-11-27","EAE-340-G","","https://drive.google.com/file/d/1NJyCyKvbSThBCXndfVwsnkY1iSm0fJM-/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.8","Buss 43 ","","2020-11-27","EAE-340-H","","https://drive.google.com/file/d/1Sp2bBs9StI3cjrQar6Vq1kA519bY9FQx/view?usp=sharing","2","","","","","","","","","","","","","","","","","","","",""
"13.9","Buss 43 ","","2020-11-27","EAE-340-I","","https://drive.google.com/file/d/1JJgHEidrrP01sbtIcArRQz31zjAJUFED/view?usp=sharing","2","","","","","","","","","","","","","","","","","","","",""
"13,10","Buss 43 ","","2020-11-27","EAE-340-J","","https://drive.google.com/file/d/12qviCslBwNyY1WoiNOneedDdEPpHsqjr/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.11","Buss 43 ","","2020-11-27","EAE-340-K","","https://drive.google.com/file/d/1cLSg2MCkTaaVxx4ln0AfVQV_r56bBJC7/view?usp=sharing","29","","","","","","","","","","","","","","","","","","","",""
"13.12","Buss 43 ","","2020-11-27","EAE-340-L","","https://drive.google.com/file/d/13dkW1GFw5Lyq_1pL8WXQ9aCHbQ9aOvPL/view?usp=sharing","2","","","","","","","","","","","","","","","","","","","",""
"13.13","Buss 43 ","","2020-11-27","EAE-340-M","","https://drive.google.com/file/d/122jtHGMXjkJSUSwou-E-t0FerMf086ix/view?usp=sharing","6","","","","","","","","","","","","","","","","","","","",""
"13.14","Buss 43 ","","2020-11-27","EAE-340-N","","https://drive.google.com/file/d/1AG2t16RGi8IK5pPpEhI1pUM_1CPg247e/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.15","Buss 43 ","","2020-11-27","EAE-340-O","","https://drive.google.com/file/d/1gEfKpiie4nLgdguYHjVyQiZv9qG__4CJ/view?usp=sharing","8","","","","","","","","","","","","","","","","","","","",""
"13.16","Buss 43 ","","2020-11-27","EAE-340-P","","https://drive.google.com/file/d/19cKPSnFuxZjEgTf3mIbSaS7Zt-ZnnBDY/view?usp=sharing","10","","","","","","","","","","","","","","","","","","","",""
"13.17","Buss 43 ","","2020-11-27","EAE-340-Q","","https://drive.google.com/file/d/19u7RUg3r2uL0trdc78rhA3HeoXFw3R-O/view?usp=sharing","3","","","","","","","","","","","","","","","","","","","",""
"13.18","Buss 43 ","","2020-11-27","EAE-340-R","","https://drive.google.com/file/d/1pXu1U_pkke7NlfRoc6brwDRrazwvCLTQ/view?usp=sharing","6","","","","","","","","","","","","","","","","","","","",""
"13.19","Buss 43 ","","2020-11-27","EAE-340-1","","https://drive.google.com/file/d/1mnyFJgScK2GyU26-XH45C3VaeSg6X51I/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.,20","Buss 43 ","","2020-11-27","EAE-340-1A","","https://drive.google.com/file/d/14XmV-1UbHiKoXVwH7UIP2pJZoF4J20HC/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.21","Buss 43 ","","2020-11-27","EAE-340-1B","","https://drive.google.com/file/d/1Blye-ORAKZtpU1iKlbDER04NT4ZBYsdy/view?usp=sharing","2","","","","","","","","","","","","","","","","","","","",""
"13.22","Buss 43 ","","2020-11-27","EAE-340-1C","","https://drive.google.com/file/d/10kv2AmsCc3F-jjToLt5sBrIwktEy9y2_/view?usp=sharing","5","","","","","","","","","","","","","","","","","","","",""
"13.23","Buss 43 ","","2020-11-27","EAE-340-1D","","https://drive.google.com/file/d/15QLC-vCsQWDa9TaPzoX6HcXhLpI_POnd/view?usp=sharing","13","","","","","","","","","","","","","","","","","","","",""
"13.24","Buss 43 ","","2020-11-27","EAE-340-1E","","https://drive.google.com/file/d/1gVJo8ki_IhFXyC9vlJBcLH-iLsOf1k1k/view?usp=sharing","5","","","","","","","","","","","","","","","","","","","",""
"13.25","Buss 43 ","","2020-11-27","EAE-340-1G","","https://drive.google.com/file/d/1ZHFJuSB_XIoU8k6kfG7nEPyCCk80pF7B/view?usp=sharing","4","","","","","","","","","","","","","","","","","","","",""
"13.26","Buss 43 ","","2020-11-27","EAE-340-1H","","https://drive.google.com/file/d/1QONhKA4MAjuaNEG1p7qK0VRgIJUBgG5T/view?usp=sharing","10","","","","","","","","","","","","","","","","","","","",""
"13.27","Buss 43 ","","2020-11-27","EAE-340-1I","","https://drive.google.com/file/d/1x3yM4PGMMFdMwriS3hcG3MDzuvzA3sCC/view?usp=sharing","6","","","","","","","","","","","","","","","","","","","",""
"13.28","Buss 43 ","","2020-11-27","EAE-340-1J","","https://drive.google.com/file/d/1dTBAtNgdHnzEz6p8EmSac8F_fwhZ_xSg/view?usp=sharing","5","","","","","","","","","","","","","","","","","","","",""
"13.29","Buss 43 ","","2020-11-27","EAE-340-1K","","https://drive.google.com/file/d/1zCl4gzxOha0VN31LY-QrOQXSnKDjz84x/view?usp=sharing","10","","","","","","","","","","","","","","","","","","","",""
"13,30","Buss 43 ","","2020-11-27","EAE-340-1L","","https://drive.google.com/file/d/1bdVurgwsQ1sdEZpyzlnlKOG4mJLCcPEP/view?usp=sharing","3","","","","","","","","","","","","","","","","","","","",""
"13.31","Buss 43 ","","2020-11-27","EAE-340-1M","","https://drive.google.com/file/d/1DH_gi51ubYJFmQAe4E9QCExYj9Q-e7ae/view?usp=sharing","4","","","","","","","","","","","","","","","","","","","",""
"13.32","Buss 43 ","","2020-11-27","EAE-340-1N","","https://drive.google.com/file/d/1qFDSMNQDcPhi31GSV8DefuOj0SCfJKXZ/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.33","Buss 43 ","","2020-11-27","EAE-340-1O","","https://drive.google.com/file/d/1yqJxbubTzGZQMMnI0Y0v4vERIeu45QkU/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.34","Buss 43 ","","2020-11-27","EAE-340-1P","","https://drive.google.com/file/d/1NjJ_QX0SkL6YiNKeco71LZOSQizO7G4U/view?usp=sharing","2","","","","","","","","","","","","","","","","","","","",""
"13.35","Buss 43 ","","2020-11-27","EAE-340-1Q","","https://drive.google.com/file/d/1POX6IG2fBmfP1Gm_CwgnJlZfVv9ah4KZ/view?usp=sharing","2","","","","","","","","","","","","","","","","","","","",""
"13.36","Buss 43 ","","2020-11-27","EAE-340-1R","","https://drive.google.com/file/d/1QPGDxua2w1B3j_Ph0lIekiTAHhnDJ_Za/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.37","Buss 43 ","","2020-11-27","EAE-340-1S","","https://drive.google.com/file/d/1enIPfA-hQom-Auy6tkN0yyEe4CYE7ClR/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.38","Buss 43 ","","2020-11-27","EAE-340-2","","https://drive.google.com/file/d/1Vt-SBj1oSmYyQumxy7HuApkF9VGWUEWJ/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.39","Buss 43 ","","2020-11-27","EAE-340-2A","","https://drive.google.com/file/d/1ToJf19xWOlH6cKgpM1pXz_qMagzH7cTX/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.40","E-340-2-A tips om Thomas Piltz som saknades i de utlämnade dokumenten i rad 13","2020-07-18","2020-08-14","EAE 340-2-A","","https://drive.google.com/file/d/17lyp19NZX42alhj1O5tppaAz9xx4msbk/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.41","Buss 43 ","","2020-11-27","EAE-340-3","","https://drive.google.com/file/d/1bWkH3-_klHBD2HtUUeAEDnBIzBfyVbND/view?usp=sharing","3","","","","","","","","","","","","","","","","","","","",""
"13.32","Buss 43 ","","2020-11-27","EAE-340-3A","","https://drive.google.com/file/d/1goEjItAkuj5nssiUqpoFmlbvHf2kkDei/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.42","Buss 43 ","","2020-11-27","EAE-340-3B","","https://drive.google.com/file/d/1Vj0l_QVGR3-1wAjA2TqpbCyuMInwm7r3/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.43","Buss 43 ","","2020-11-27","EAE-340-3C","","https://drive.google.com/file/d/17nTJEp6AJXhnMdgbFnYKzBlmn_XAf9_I/view?usp=sharing","2","","","","","","","","","","","","","","","","","","","",""
"13.44","Buss 43 ","","2020-11-27","EAE-340-4","","https://drive.google.com/file/d/1CKH1tCVnXfaU2oJ6Glyqtrd9mK0lTBq1/view?usp=sharing","2","","","","","","","","","","","","","","","","","","","",""
"13.45","Buss 43 ","","2020-11-27","EAE-340-5","","https://drive.google.com/file/d/1smLboslxycW3bo6CDzEf45O3o9t_zsym/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.46","Buss 43 ","","2020-11-27","EAE-340-5A","","https://drive.google.com/file/d/1tEZ_Fj8oBioDcZN8YJEz6xHvhyDXonhp/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.47","Buss 43 ","","2020-11-27","EAE-340-5B","","https://drive.google.com/file/d/1LeVLKKM1767lFwn3XwSOEs1CfoclEK1c/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.48","Buss 43 ","","2020-11-27","EAE-340-6","","https://drive.google.com/file/d/1FR61fArCzEuUzQ1VmpZ3-mQysjF6XKUF/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.49","Förhör med Thomas Piltz","2020-06-17","2020-07-15","EAE 340-7 ","","https://drive.google.com/file/d/1JSNCOqJN2PLrRCu8nBCHUdwIytpE5-_b/view?usp=sharing","3","","","","","","","","","","","","","","","","","","","",""
"13,50","Buss 43 ","","2020-11-27","EAE-340-7","","https://drive.google.com/file/d/1sElEmCYhmKmY1HjLokJRkBVUxvqy365Z/view?usp=sharing","3","","","","","","","","","","","","","","","","","","","",""
"13.51","Buss 43 ","","2020-11-27","EAE-340-7A","","https://drive.google.com/file/d/1dOqgVzDql4L-8RBrJpvDoLMQPwqUTLqB/view?usp=sharing","2","","","","","","","","","","","","","","","","","","","",""
"13.52","Buss 43 ","","2020-11-27","EAE-340-8","","https://drive.google.com/file/d/1pkxjHxf1hIkqtVDDzM5PP7vXrmPaI-f3/view?usp=sharing","2","","","","","","","","","","","","","","","","","","","",""
"13.53","Buss 43 ","","2020-11-27","EAE-340-8A","","https://drive.google.com/file/d/1rA4-TU-w7-PQLsgqBPmeNyBcFhc7atfu/view?usp=sharing","2","","","","","","","","","","","","","","","","","","","",""
"13.54","Buss 43 ","","2020-11-28","EAE-340-11","","https://drive.google.com/file/d/1qWlrKnZdPaD0fiYcw909nUTAm2P-v7pC/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.55","Buss 43 ","","2020-11-28","EAE-340-11A","","https://drive.google.com/file/d/1RwB7x0dTzzNwHtYnkgJefkjD9MnMPSCp/view?usp=sharing","2","","","","","","","","","","","","","","","","","","","",""
"13.56","Buss 43 ","","2020-11-28","EAE-340-12","","https://drive.google.com/file/d/1us_oIRKbFJSXzelOj6uH8g1d6iaKHOew/view?usp=sharing","2","","","","","","","","","","","","","","","","","","","",""
"13.57","Buss 43 ","","2020-11-28","EAE-340-13","","https://drive.google.com/file/d/19U5-jWHEkVyuRSNEYF2BS0ufAqXhkDR0/view?usp=sharing","2","","","","","","","","","","","","","","","","","","","",""
"13.58","Buss 43 ","","2020-11-28","EAE-340-14","","https://drive.google.com/file/d/14eUw3-teX9giU_Yjul0p1ywqz4aBYUTI/view?usp=sharing","3","","","","","","","","","","","","","","","","","","","",""
"13.59","Buss 43 ","","2020-11-28","EAE-340-15","","https://drive.google.com/file/d/1_11Ol1Kw3B2LplwMR4da3H0p797HIEg7/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13,60","Buss 43 ","","2020-11-28","EAE-340-16","","https://drive.google.com/file/d/1ivJhNtcZcOy1qOMKXf6TGm6Ht7bNZs7n/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.61","Buss 43 ","","2020-11-28","EAE-340-17","","https://drive.google.com/file/d/1plODsl8ncN32XhUqX-f3TUHTgsn9J5Ju/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.62","Buss 43 ","","2020-11-28","EAE-340-18","","https://drive.google.com/file/d/1gJlEGzgQf_tT6h5oINJ_zCUeNSYIReiq/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.63","Buss 43 ","","2020-11-28","EAE-340-19","","https://drive.google.com/file/d/1DM4XlV9ibGEQ6A0QTYKfzSpKlJyWuLkW/view?usp=sharing","4","","","","","","","","","","","","","","","","","","","",""
"13.64","Buss 43 ","","2020-11-28","EAE-340-19A","","https://drive.google.com/file/d/1F8_748Bq_TpV1NMlXKB8E-dreIDXekKM/view?usp=sharing","3","","","","","","","","","","","","","","","","","","","",""
"13.65","Buss 43 ","","2020-11-28","EAE-340-19B","","https://drive.google.com/file/d/1XG6im299619UBMhc82_gkgEmoVc8Fxt-/view?usp=sharing","9","","","","","","","","","","","","","","","","","","","",""
"13.66","Buss 43 ","","2020-11-28","EAE-340-20","","https://drive.google.com/file/d/1p0Fd6hEw50TwuTAX_ZeTI_lq5hsC_WVL/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.67","Buss 43 ","","2020-11-28","EAE-340-21","","https://drive.google.com/file/d/1zv1p1XouqL5ytcS9ZQRZ6Y8efBjcx744/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.68","Buss 43 ","","2020-11-28","EAE-340-22","","https://drive.google.com/file/d/1kJAr31XBvJuX8Fg2VXrCOv-wFtM6IMPI/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.69","Buss 43 ","","2020-11-28","EAE-340-23","","https://drive.google.com/file/d/1H2Q88lGIdnCa6LySQkjf9dMH9pVn24yI/view?usp=sharing","2","","","","","","","","","","","","","","","","","","","",""
"13,70","Buss 43 ","","2020-11-28","EAE-340-24","","https://drive.google.com/file/d/1XJwveyUhf4kmvwNCfNjonrWNHCfTojkb/view?usp=sharing","5","","","","","","","","","","","","","","","","","","","",""
"13.71","Buss 43, Förhör med Tomas Kanger ","","2020-11-28","EAE-340-25","","https://drive.google.com/file/d/1K2JHw2ris6Ii4Mu7dfMpmgkCLPTisFEP/view?usp=sharing","3","","","","","","","","","","","","","","","","","","","",""
"13.72","Buss 43 ","","2020-11-28","EAE-340-25A","","https://drive.google.com/file/d/1hSBh95YtxfOlXygWuezlxAWXiqwk0eTs/view?usp=sharing","2","","","","","","","","","","","","","","","","","","","",""
"13.73","Buss 43 ","","2020-11-28","EAE-340-26","","https://drive.google.com/file/d/11Uz0Mw_mEI_9tJMOPFLvduWRNvnAZeqq/view?usp=sharing","2","","","","","","","","","","","","","","","","","","","",""
"13.74","Buss 43 ","","2020-11-28","EAE-340-27","","https://drive.google.com/file/d/1w6_BWpkcjOq9Uh3nZIBGL45gIk3OoauR/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.75","Buss 43 ","","2020-11-28","EAE-340-28","","https://drive.google.com/file/d/1LbapufYFppdXTVTRgTkkLMm3OouImwCU/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.76","Buss 43 ","","2020-11-28","EAE-340-29","","https://drive.google.com/file/d/1ZHtar3Cd_p50RowAsGT7DmFad3RFLQsK/view?usp=sharing","2","","","","","","","","","","","","","","","","","","","",""
"13.77","Buss 43 ","","2020-11-28","EAE-340-30","","https://drive.google.com/file/d/1jhb9xzuWxUNdTwcTUxmLb1X27xdYGcU0/view?usp=sharing","2","","","","","","","","","","","","","","","","","","","",""
"13.78","Buss 43 ","","2020-11-28","EAE-340-31","","https://drive.google.com/file/d/16QpuhXOoP6DKM4WGjWHjw_o0aOhM5IqF/view?usp=sharing","4","","","","","","","","","","","","","","","","","","","",""
"13.79","Buss 43 ","","2020-11-28","EAE-340-32","","https://drive.google.com/file/d/1ZA-ebooXYRxqwb1DDTUfdsi2__FTqCOO/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.80","Buss 43 ","","2020-11-28","EAE-340-33","","https://drive.google.com/file/d/1pdI3aj1ViS8LXpCz6L2WA6PhESOMYLHM/view?usp=sharing","38","","","","","","","","","","","","","","","","","","","",""
"13.81","Buss 43 ","","2020-11-28","EAE-340-34","","https://drive.google.com/file/d/1cXr4QOJgE1u7mccEpvUzEAdYyZhPwHEy/view?usp=sharing","41","","","","","","","","","","","","","","","","","","","",""
"13.82","Buss 43 ","","2020-11-28","EAE-340-35","","https://drive.google.com/file/d/1f53mhm4Pm6GlaiYoYGRfpQ0lY6PvbXPx/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.83","Leif GW Persson ringer till PU och pratar om Buss 43 ","","2020-11-28","EAE-340-36, se 313.3","","https://drive.google.com/file/d/1tQRCQ4bjU0tnpFHSDNzmjLcNI34IF0RM/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.84","Buss 43 ","","2020-11-28","EAE-340-37","","https://drive.google.com/file/d/10MFf67P7j3H5aheJhQ2fOaXbU0IGFlRP/view?usp=sharing","2","","","","","","","","","","","","","","","","","","","",""
"13.85","Buss 43 ","","2020-11-28","EAE-340-38","","https://drive.google.com/file/d/1ScxpjfLG2Y6puxCHtMLI22QnQil9znnw/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"13.86","Buss 43 ","","2020-11-28","EAE-340-39","","https://drive.google.com/file/d/1P_hYTsyIZChfNueokCYg04OTis5-ucbj/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"14","Alla förhör med Leif Tell","2020-06-17","2020-07-15","D-12975","","https://drive.google.com/file/d/1nJ3nnHQ3SL0U4O9I9PtPXt8-XyUrtBz3/view?usp=sharing","11","","","","","","","","","","","","","","","","","","","",""
"14.1","Alla förhör med Leif Tell","2020-06-17","2020-07-15","D-12975-1-A","","https://drive.google.com/file/d/1BIkp8Pn4uK5wm8mJTdzDdOxRELW1RY9z/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"15","Alla förhör med Ingvar Grundborg","2020-06-17","2020-07-15","D-14543-1-A","","https://drive.google.com/file/d/1LEYD7fhMRrCo-z_2cS061Vvgmlbu_Z3Q/view?usp=sharing","7","","","","","","","","","","","","","","","","","","","",""
"15.1","Alla förhör med Ingvar Grundborg","2020-06-17","2020-07-15","D-17763-3, se 593","","https://drive.google.com/file/d/1kPysI8KhxKPf1R5u110-hnZv-nYb8eCn/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"16","Alla förhör med Thomas Ekesäter","2020-06-17","2020-07-15","Finns ej","","","0","","","","","","","","","","","","","","","","","","","",""
"17","Alla förhör med Christian Dalsgaard","2020-06-17","2020-07-15","A-14206","","https://drive.google.com/file/d/16lOzPzYB4HsOyxs7nkl2wvciVaaJAHeE/view?usp=sharing","1","","","","","","","","","","","","","","","","","","","",""
"18","Förhör med LZJ / Spångamannens änka 2019-02-25 D-22353-00","2020-06-10","2020-07-14","D-22353, se 18.1, 18.2","","https://drive.google.com/file/d/1s2xHyHBYzgdUy7lQ0dq8iab2y3Voevo3/view?usp=sharing","6","","","","","","","","","","","","","","","","","","","",""
"18.1","Kompletteringar till förhör m LZJ / Spångamannens änka angående vapensök i villa i Spånga ","2020-07-20","2020-08-23","D-22353, se 18","","https://drive.google.com/file/d/1qgptsV3EEpl490xXP6GmaRfPyOtIoktX/view?usp=sharing","3","","","","","","","","","","","","","","","","","","","",""
"18.2","Fråga från villaägare i Spånga till PU angående vapensök i hans villa","2020-07-20","2020-08-23","D-22353-01, se 18","","https://drive.google.com/file/d/1HAUbzM2VY3VJ4SGLSA798HcHu0_BFla6/view?usp=sharing","2","","","","","","","","","","","","","","","","","","","",""
"19","Krister Peterssons alla åtgärder i förundersökningen. ""Åklagarakten"" (CD-skiva)","2020-06-17","2020-07-14","Observera att dokumenten inte är heltäckande. (Se numreringen på ""Handlingar"")","","https://drive.google.com/file/d/1pRB04P4l28wXWmeFYYP26rFbIif-pN4P/view?usp=sharing
https://drive.google.com/file/d/1sxbgKQwW3roItPyOKsghRzjSFrfRJbtT/view?usp=sharing","274","","","","","","","","","","","","","","","","","","","",""
"20","D 17242-01, D 17242-01-A, D 17242-01-B. Förhör med Rune T","2020-06-17","2020-07-14","D-17242, se 158, 259","","https://drive.google.com/file/d/1Ox0Imr2eF9kka3VJvtCYl_dEjmT0oscD/view?usp=sharing","27","","","","","","","","","","","","","","","","","","","",""
"21","HG 00796-01 (Avser förhör med Bo Ragnar Ståhl, se rad 22)","2020-06-17","2020-07-14","Dubblett, se 22","","","0","","","","","","","","","","","","","","","","","","","",""
"22","Alla förhör med antikvariehandlare Bo Ragnar Ståhl","2020-06-17","2020-07-14","HG-796-01, Maskning överklagad","","https://drive.google.com/file/d/17TCb4VEOG6PU88KylhT9MjwFyQk2k9IN/view?usp=sharing","2","","","","","","","","","","","","","","","","","","","",""
"23","Alla förhör med Demokratisk Allians grundare Anders Larsson","2020-06-17","2020-07-14","HI-7504-02-A, se 157, 445","","https://drive.google.com/file/d/1ZFLVml3wpsF25PcuNKkzuPwE-anNtPRl/view?usp=sharing","32","","","","","","","","","","","","","","","","","","","",""
